48	-7.5		11.3092430424
48	-5		11.9354373604
48	-2.5		12.187216931
48	0		12.2470367477
48	2.5		12.187216931
48	5		11.9354373604
48	7.5		11.3092430424
48	10		10.1082336639
48	12.5		8.2280252827
48	15		5.7402514855
50	-15		5.7402514855
50	-12.5		8.1809760893
50	-10		9.8879030784
50	-7.5		10.8011071009
50	-5		11.105037516
50	-2.5		11.1063608129
50	0		11.0721672766
50	2.5		11.1063608129
50	5		11.105037516
50	7.5		10.8011071009
50	10		9.8879030784
50	12.5		8.1809760893
50	15		5.7402514855
52	-15		5.7402514855
52	-12.5		8.1340160327
52	-10		9.6691368279
52	-7.5		10.3002282751
52	-5		10.2925315912
52	-2.5		10.054605319
52	0		9.9312551992
52	2.5		10.054605319
52	5		10.2925315912
52	7.5		10.3002282751
52	10		9.6691368279
52	12.5		8.1340160327
52	15		5.7402514855
54	-15		5.7402514855
54	-12.5		8.0917291455
54	-10		9.4731215666
54	-7.5		9.8545539935
54	-5		9.5747215251
54	-2.5		9.130384729
54	0		8.9306752574
54	2.5		9.130384729
54	5		9.5747215251
54	7.5		9.8545539935
54	10		9.4731215666
54	12.5		8.0917291455
54	15		5.7402514855
56	-15		5.7402514855
56	-12.5		8.0582216013
56	-10		9.3184619547
56	-7.5		9.5050024653
56	-5		9.0151850274
56	-2.5		8.4132814503
56	0		8.1556621867
56	2.5		8.4132814503
56	5		9.0151850274
56	7.5		9.5050024653
56	10		9.3184619547
56	12.5		8.0582216013
56	15		5.7402514855
58	-15		5.7402514855
58	-12.5		8.036732447
58	-10		9.2195824811
58	-7.5		9.2824951797
58	-5		8.6606193018
58	-2.5		7.960420077
58	0		7.6668536336
58	2.5		7.960420077
58	5		8.6606193018
58	7.5		9.2824951797
58	10		9.2195824811
58	12.5		8.036732447
58	15		5.7402514855
60	-15		5.7402514855
60	-12.5		8.029332137
60	-10		9.1855865354
60	-7.5		9.2061706328
60	-5		8.5392869837
60	-2.5		7.8057320538
60	0		7.5
60	2.5		7.8057320538
60	5		8.5392869837
60	7.5		9.2061706328
60	10		9.1855865354
60	12.5		8.029332137
60	15		5.7402514855
62	-15		5.7402514855
62	-12.5		8.036732447
62	-10		9.2195824811
62	-7.5		9.2824951797
62	-5		8.6606193018
62	-2.5		7.960420077
62	0		7.6668536336
62	2.5		7.960420077
62	5		8.6606193018
62	7.5		9.2824951797
62	10		9.2195824811
62	12.5		8.036732447
62	15		5.7402514855
64	-15		5.7402514855
64	-12.5		8.0582216013
64	-10		9.3184619547
64	-7.5		9.5050024653
64	-5		9.0151850274
64	-2.5		8.4132814503
64	0		8.1556621867
64	2.5		8.4132814503
64	5		9.0151850274
64	7.5		9.5050024653
64	10		9.3184619547
64	12.5		8.0582216013
64	15		5.7402514855
66	-15		5.7402514855
66	-12.5		8.0917291455
66	-10		9.4731215666
66	-7.5		9.8545539935
66	-5		9.5747215251
66	-2.5		9.130384729
66	0		8.9306752574
66	2.5		9.130384729
66	5		9.5747215251
66	7.5		9.8545539935
66	10		9.4731215666
66	12.5		8.0917291455
66	15		5.7402514855
68	-15		5.7402514855
68	-12.5		8.1340160327
68	-10		9.6691368279
68	-7.5		10.3002282751
68	-5		10.2925315912
68	-2.5		10.054605319
68	0		9.9312551992
68	2.5		10.054605319
68	5		10.2925315912
68	7.5		10.3002282751
68	10		9.6691368279
68	12.5		8.1340160327
68	15		5.7402514855
70	-15		5.7402514855
70	-12.5		8.1809760893
70	-10		9.8879030784
70	-7.5		10.8011071009
70	-5		11.105037516
70	-2.5		11.1063608129
70	0		11.0721672766
70	2.5		11.1063608129
70	5		11.105037516
70	7.5		10.8011071009
70	10		9.8879030784
70	12.5		8.1809760893
70	15		5.7402514855
72	-15		5.7402514855
72	-12.5		8.2280252827
72	-10		10.1082336639
72	-7.5		11.3092430424
72	-5		11.9354373604
72	-2.5		12.187216931
72	0		12.2470367477
72	2.5		12.187216931
72	5		11.9354373604
72	7.5		11.3092430424
72	10		10.1082336639
72	12.5		8.2280252827
72	15		5.7402514855
74	-15		5.7402514855
74	-12.5		8.2705455333
74	-10		10.3083444236
74	-7.5		11.7739169968
74	-5		12.700095976
74	-2.5		13.1876281399
74	0		13.3365239349
74	2.5		13.1876281399
74	5		12.700095976
74	7.5		11.7739169968
74	10		10.3083444236
74	12.5		8.2705455333
74	15		5.7402514855
76	-15		5.7402514855
76	-12.5		8.3043415305
76	-10		10.4680663818
76	-7.5		12.1469540068
76	-5		13.3175437848
76	-2.5		13.9989165951
76	0		14.2214436728
76	2.5		13.9989165951
76	5		13.3175437848
76	7.5		12.1469540068
76	10		10.4680663818
76	12.5		8.3043415305
76	15		5.7402514855
78	-15		5.7402514855
78	-12.5		8.3260640483
78	-10		10.5710414052
78	-7.5		12.3884619274
78	-5		13.7189634306
78	-2.5		14.5279821664
78	0		14.7991777041
78	2.5		14.5279821664
78	5		13.7189634306
78	7.5		12.3884619274
78	10		10.5710414052
78	12.5		8.3260640483
78	15		5.7402514855
80	-15		5.7402514855
80	-12.5		8.3335534953
80	-10		10.6066017178
80	-7.5		12.4720441845
80	-5		13.8581929877
80	-2.5		14.711779206
80	0		15
80	2.5		14.711779206
80	5		13.8581929877
80	7.5		12.4720441845
80	10		10.6066017178
80	12.5		8.3335534953
80	15		5.7402514855
82	-15		5.7402514855
82	-12.5		8.3260640483
82	-10		10.5710414052
82	-7.5		12.3884619274
82	-5		13.7189634306
82	-2.5		14.5279821664
82	0		14.7991777041
82	2.5		14.5279821664
82	5		13.7189634306
82	7.5		12.3884619274
82	10		10.5710414052
82	12.5		8.3260640483
82	15		5.7402514855
